Nr.,Categorie,Produs,Producător,Țară,Preț (MDL)
759,Sănătate - Medicamente OTC,Leflox comp.film. 500mg N7,"Nobel Ilac Sanayii ve Ticaret AS (prod.: Nobelfarma Ilac Sanayii ve Ticaret AS, Turcia)",Turcia,"143,22"
760,Sănătate - Medicamente OTC,Leflox comp.film. 500mg N7,"Nobel Ilac Sanayii ve Ticaret AS (prod.: Nobelfarma Ilac Sanayii ve Ticaret AS, Turcia)",Turcia,"142,28"
761,Sănătate - Medicamente OTC,Leflox comp.film. 750mg N7,"Nobel Ilac Sanayii ve Ticaret AS (prod.: Nobelfarma Ilac Sanayii ve Ticaret AS, Turcia)",Turcia,"134,4"
762,Sănătate - Medicamente OTC,Leodex comp. film. 25mg N10x2,"Bilim Pharmaceuticals AS (prod.: Bilim Pharmaceuticals AS, Turcia; Idol Ilac Dolum Sanayii ve Ticare",Turcia,"46,68"
763,Sănătate - Medicamente OTC,Leodex comp. film. 25mg N10x2,"Bilim Pharmaceuticals AS (prod.: Bilim Pharmaceuticals AS, Turcia; Idol Ilac Dolum Sanayii ve Ticare",Turcia,"46,6"
764,Sănătate - Medicamente OTC,Leodex comp. film. 25mg N10x2,"Bilim Pharmaceuticals AS (prod.: Bilim Pharmaceuticals AS, Turcia; Idol Ilac Dolum Sanayii ve Ticare",Turcia,"47,11"
765,Sănătate - Medicamente OTC,Leodex comp. film. 25mg N10x2,"Bilim Pharmaceuticals AS (prod.: Bilim Pharmaceuticals AS, Turcia; Idol Ilac Dolum Sanayii ve Ticare",Turcia,"46,13"
766,Sănătate - Medicamente OTC,Leodex sol. inj. 50mg/2ml 2ml N6,Bilim Pharmaceuticals AS,Turcia,"62,66"
767,Sănătate - Medicamente OTC,Leodex sol. inj. 50mg/2ml 2ml N6,Bilim Pharmaceuticals AS,Turcia,"63,11"
768,Vitamine și Minerale,Lercanid-BP	comp. filmate 10mg N10x3 Balkan,"Balkan Pharmaceuticals SRL, SC",Republica Moldova,"64,55"
769,Sănătate - Medicamente OTC,Lerkamen comp. film. 10mg N15x6,"Berlin-Chemie AG (Menarini Group) (prod.: Hermes Arzneimittel GmbH, Germania)",Germania,"226,8"
770,Sănătate - Medicamente OTC,Lerkamen comp. film. 20 mg N14x2,"Menarini International Operations Luxembourg SA (prod.: Berlin-Chemie AG, Germania)",Luxemburg,"145,52"
771,Sănătate - Medicamente OTC,Lerkamen comp. film. 20mg N10x6,Berlin-Chemie AG (Menarini Group),Germania,"231,6"
772,Sănătate - Medicamente OTC,Levemir® FlexPen® sol. inj. stilou inject. preump. 100 UI/ml 3 ml N5,Novo Nordisk A/S,Danemarca,"965,97"
773,Vitamine și Minerale,Levokast comp. filmate 5mg/10mg N30,"Bilim Pharmaceuticals AS (prod.: Bilim Pharmaceuticals AS, Turcia; Idol Ilac Dolum Sanayii ve Ticare",Turcia,"104,59"
774,Sănătate - Medicamente OTC,Levometrin supp. vag. N10 (antimicotic) (FP),FarmaPrim SRL,Republica Moldova,"75,56"
775,Vitamine și Minerale,Levomicetina solutie alcoolica 5% 25ml Cojusna,Farmacia Cojusna SRL,Republica Moldova,"36,18"
776,Sănătate - Medicamente OTC,"Levoximed pic. oft., sol. 5 mg/ml  5 ml N1","World Medicine Ophtalmics Ilaclari LTD. ?ti. (prod.: Idol Ilac Dolum Sanayii ve Ticaret A.S, Turcia)",Turcia,"75,98"
777,Vitamine și Minerale,Limenda ovule 750 mg + 200 mg  N7,"Rotapharm Ilaclari Limited Sirketi (prod.: World Medicine Ilac Sanayi ve Ticaret A., Turcia)",Turcia,"139,22"
778,Sănătate - Medicamente OTC,Lincomicina sol.inj.300 mg/ml 1ml N5x2 (Zdorovie),"Zdorovie SRL, Companie farmaceutica",Ucraina,"37,02"
779,Sănătate - Medicamente OTC,Lincomicina sol.inj.300 mg/ml 1ml N5x2 (Zdorovie),"Zdorovie SRL, Companie farmaceutica",Ucraina,"38,58"
780,Sănătate - Medicamente OTC,Linex caps. N16,Lek Pharmaceuticals d.d.,Slovenia,"87,36"
781,Vitamine și Minerale,Linex® forte caps. N7x4,Lek Pharmaceuticals d.d.,Slovenia,"131,98"
782,Mamă și Copil,"Linex® kids pulb./susp. orala 1,5 g N20","Sandoz Pharmaceuticals d.d.  (prod.: Lek Pharmaceuticals d.d., Slovenia)",Slovenia,"158,51"
783,Mamă și Copil,"Linex® kids pulb./susp. orala 1,5 g N20","Sandoz Pharmaceuticals d.d.  (prod.: Lek Pharmaceuticals d.d., Slovenia)",Slovenia,"158,36"
784,Vitamine și Minerale,"Linkus pastile N16 miere,lamaie",Herbion Pakistan Pvt.Ltd,Pakistan,"26,83"
785,Vitamine și Minerale,Linkus pastile N16 portocala,Herbion Pakistan Pvt.Ltd,Pakistan,"26,7"
786,Sănătate - Parafarmaceutice,Lioton 1000® gel 1000 UI/g 50 g N1,A. Menarini Industrie Farmaceutiche Riunite SRL,Italia,"165,48"
787,Sănătate - Parafarmaceutice,Lioton 1000® gel 1000 UI/g 50 g N1,A. Menarini Industrie Farmaceutiche Riunite SRL,Italia,"166,23"
788,Sănătate - Parafarmaceutice,Lioton 1000® gel 1000 UI/g 50 g N1,A. Menarini Industrie Farmaceutiche Riunite SRL,Italia,"165,54"
789,Sănătate - Medicamente OTC,Lipocomb® caps. 20mg/10mg N10x3,"Egis Pharmaceuticals PLC (prod.: Egis Pharmaceuticals PLC, Ungaria)",Ungaria,"412,5"
790,Vitamine și Minerale,Liposom Forte sol.inj. 28mg/2ml N5,Fidia,Italia,"269,06"
791,Vitamine și Minerale,Liposom Forte sol.inj. 28mg/2ml N5,Fidia,Italia,"269,57"
792,Vitamine și Minerale,Liposom Forte sol.inj. 28mg/2ml N5,Fidia,Italia,"269,05"
793,Sănătate - Medicamente OTC,Lisinopril-BP comp. 20 mg  N14x2 (Balkan),"Balkan Pharmaceuticals SRL, SC",Republica Moldova,"60,98"
794,Vitamine și Minerale,Lithoren pulbere N30,Rafarm SA,Grecia,"371,25"
795,Sănătate - Medicamente OTC,Lodigrel® comp. film. 75mg N28 (Egis),Egis Pharmaceuticals PLC,Ungaria,"123,23"
796,Sănătate - Medicamente OTC,Longidaza® liof./sol. inj. 3000 UI N5,Petrovax Farm SSP SRL,Rusia,"526,73"
797,Sănătate - Medicamente OTC,Loperamid LPH 2mg caps. N10,"LaborMed Pharma SA, SC",Romania,"16,43"
798,Sănătate - Medicamente OTC,Lorista comp. film. 100 mg N14x2,"KRKA d.d., Novo mesto",Slovenia,"70,46"
799,Sănătate - Medicamente OTC,Lorista comp. film. 100 mg N14x2,"KRKA d.d., Novo mesto",Slovenia,"70,66"
800,Sănătate - Medicamente OTC,Lorista comp. film. 50 mg N14x2,"KRKA d.d., Novo mesto",Slovenia,"41,18"
801,Sănătate - Medicamente OTC,Lorista comp. film. 50 mg N14x2,"KRKA d.d., Novo mesto",Slovenia,"41,15"
802,Sănătate - Medicamente OTC,Lorista comp. film. 50 mg N14x2,"KRKA d.d., Novo mesto",Slovenia,"41,21"
803,Sănătate - Medicamente OTC,Lorista® HD comp. film. 100mg+25mg N14x2,"KRKA d.d., Novo mesto",Slovenia,"85,07"
804,Sănătate - Medicamente OTC,"Lorista®H comp. film. 50mg+12,5mg N14x2","KRKA d.d., Novo mesto",Slovenia,"60,22"
805,Sănătate - Parafarmaceutice,Loroben® sol./garg. 200 ml,Drogsan Ilaclari Sanayi ve Ticaret A.S.,Turcia,"55,44"
806,Frumusețe și Igienă - Protecție Solară,Lotiune protectie solara Garnier Ambre Bifazica SPF50 150ml,L'OREAL,Franta,"194,1"
807,Frumusețe și Igienă - Îngrijire Corp/Față,Lotiune tonica Alkmene Ulei arbore de ceai 150ml,Mann  Schroder GmbHD,Germania,"152,82"
808,Frumusețe și Igienă - Protecție Solară,Lovea Vegan Lotiune-spay hidratanta protectie solara SPF 20 150ml+Lovea Vegan Gel calmant dupa plaja 150ml CADOU,LA PHOCEENNE DE COSMETIQUE,Franta,"287,55"
809,Sănătate - Medicamente OTC,Luvitan Long Action comp. N30,"World Medicine (prod.: ABC Farmaceutici SpA, Italia)",Marea Britanie,"457,18"
810,Vitamine și Minerale,Lymphomyosot pic. orale 30ml,Biologische Heilmittel Heel GmbH,Germania,"157,66"
811,Sănătate - Parafarmaceutice,Lymphomyosot sol.inj. 1.1ml N5,Biologische Heilmittel Heel GmbH,Germania,"119,71"
812,Vitamine și Minerale,"Lysobact Duo Spray® bucofaring.,sol.20 mg/ml +1,5 mg/ml cu aroma de menta  30 ml N1","Bosnalijek, Pharmaceutical and Chemical Industry JSC",Bosnia si Hertegovina,"83,42"
813,Vitamine și Minerale,"Lysobact Duo Spray® bucofaring.,sol.20 mg/ml +1,5 mg/ml cu aroma de menta  30 ml N1","Bosnalijek, Pharmaceutical and Chemical Industry JSC",Bosnia si Hertegovina,"83,43"
814,Mamă și Copil,Maalox comp. masticab. N40,"Sanofi-Aventis OTC (prod.: Sanofi-Aventis SpA, Italia)",Italia,"83,35"
815,Mamă și Copil,Maalox comp. masticab. N40,"Sanofi-Aventis OTC (prod.: Sanofi-Aventis SpA, Italia)",Italia,"83,52"
816,Mamă și Copil,Maalox susp. 250ml,"Sanofi-Aventis OTC (prod.: Sanofi-Aventis SpA, Italia)",Franta,"100,04"
817,Vitamine și Minerale,Magne B6 Premium comp.film.100mg/10mg N20x2,"Opella Healthcare Romania S.R.L., România(PROD: Opella Healthcare Hungary Kft., Ungaria; ,Opella Healthcare International SAS, Franţa; ,Sanofi Winthro",Romania,"237,08"
818,Mamă și Copil,Magne B6 sol.orala 10ml N10,"Sanofi-Aventis OTC (prod.: Cooperation Pharmaceutique Francaise, Franta)",Franta,"85,67"
819,Vitamine și Minerale,Magne B6® drajeuri 470mg/5mg N20x3,"Opella Healthcare Hungary Kft., Ungaria; Sanofi Winthrop Industrie, Franţa",Romania,"200,2"
820,Mamă și Copil,Magne B6® drajeuri N10x5,"Sanofi-Aventis France (prod.: Sanofi Winthrop Industrie, Franta)",Franta,"360,58"
821,Sănătate - Medicamente OTC,Magnerot comp. 500mg N100,"Worwag Pharma GmbH&Co.KG (prod.: Mauermann-Arzneimittel Franz Mauermann OHG, Germania)",Germania,"289,9"
822,Sănătate - Medicamente OTC,Magnerot comp. 500mg N100,"Worwag Pharma GmbH&Co.KG (prod.: Mauermann-Arzneimittel Franz Mauermann OHG, Germania)",Germania,"287,58"
823,Vitamine și Minerale,Magneziu Organic 400mg+Vit B6+Vit C Mango pulbere N20 Vitar,Vitar s.r.o,Cehia,"287,3"
824,Vitamine și Minerale,Magneziu sulfat pulb. sol. orala 20g N12  Depofarm,Depofarm SRL,Republica Moldova,"88,5"
825,Sănătate - Medicamente OTC,Magneziu sulfat sol. inj. 25% 5ml N10 (Iuria Farm),Iuria-Farm SRL,Ucraina,"18,41"
826,Vitamine și Minerale,Magnilon Forte caps. N30 Vitapharm,"Vitapharm-Com SRL, IM",Republica Moldova,"235,61"
827,Sănătate - Medicamente OTC,Magnilon sirop 100ml Vitapharm,"Vitapharm-Com SRL, IM",Republica Moldova,"288,2"
828,Sănătate - Medicamente OTC,Maprofen comp. film. 100 mg  N15,"Nobel Ilac Sanayii ve Ticaret A.S. (prod.: Nobel Ilac Sanayii ve Ticaret AS, Turcia)",Turcia,"89,66"
829,Mamă și Copil,Marimer baby aspirator nazal cu filtru Biessen,Laboratoires Gilbert,Franta,"253,44"
830,Mamă și Copil,Marimer Baby Izotonic spray nasal 100ml Biessen,Gilbert Laboratoires,Franta,"278,4"
831,Frumusețe și Igienă - Îngrijire Corp/Față,Marimer hypertonic spray nasal 100ml Biessen,Gilbert Laboratoires,Franta,"291,84"
832,Vitamine și Minerale,Markosept Blue (Proposept) comp. N30 Fiterman,Fiterman Pharma,Romania,"70,15"
833,Sănătate - Parafarmaceutice,Masajor Su-djoc,,Rusia,"312,79"
834,Mamă și Copil,Masti protectie medicale copii (3 straturi) N50,Jinhua Jingdi Meddical Supplies,China,"30,12"
835,Vitamine și Minerale,Mastrelle Flora Plus caps. vaginale N10 Fiterman,"Fiterman Pharma SRL SC (prod.: Fiterman Pharma SRL SC, Romania)",Romania,"142,95"
836,Vitamine și Minerale,Mastrelle Flora Plus caps. vaginale N10 Fiterman,"Fiterman Pharma SRL SC (prod.: Fiterman Pharma SRL SC, Romania)",Romania,"143,92"
837,Frumusețe și Igienă - Igienă Personală,Mastrelle Gel Intim Antibacterian 200ml Fiterman,Fiterman Pharma,Romania,"113,01"
838,Frumusețe și Igienă - Igienă Personală,Mastrelle Gel Intim Sensitive 200ml Fiterman,Fiterman Pharma,Romania,"108,68"
839,Vitamine și Minerale,Mastrelle Madame 45+ gel vaginal 20g Fiterman,"Fiterman Pharma SRL SC (prod.: Fiterman Pharma SRL SC, Romania)",Romania,"235,06"
840,Sănătate - Parafarmaceutice,"Maxidex ung. oft. 0,1% 3,5 g N1","Alcon-Couvreur NV, SA",Belgia,"72,26"
841,Sănătate - Medicamente OTC,"Maxitrol pic.oft., susp. 5ml","Alcon-Couvreur NV, SA",Belgia,"63,15"
842,Sănătate - Medicamente OTC,Mekomorivital F caps. N20 (20%),Mekophar Chemical Pharmaceutical JSC,Vietnam,"131,66"
843,Sănătate - Medicamente OTC,Mekomorivital F caps. N20 (20%),Mekophar Chemical Pharmaceutical JSC,Vietnam,"132,32"
844,Sănătate - Medicamente OTC,Melatonina 1mg comp. N150,Specchiasol SRL,Italia,"81,11"
845,Sănătate - Medicamente OTC,Melatonina 1mg comp. N150,Specchiasol SRL,Italia,"217,88"
846,Sănătate - Parafarmaceutice,Melox sol.inj. 15mg 1.5ml N3,"Nobel Ilac Sanayii ve Ticaret AS (prod.: Idol Ilac Dolum Sanayii ve Ticaret AS, Turcia)",Turcia,"29,75"
847,Sănătate - Parafarmaceutice,Melox sol.inj. 15mg 1.5ml N3,"Nobel Ilac Sanayii ve Ticaret AS (prod.: Idol Ilac Dolum Sanayii ve Ticaret AS, Turcia)",Turcia,"29,72"
848,Sănătate - Medicamente OTC,Melox® Fort comp.15 mg N10x3,"Nobel Ilac Sanayii ve Ticaret AS (prod.: Nobelfarma Ilac Sanayii ve Ticaret AS, Turcia)",Turcia,"68,45"
849,Sănătate - Parafarmaceutice,Meloxicam sol.inj. 1% 1.5ml N5x2 (Balkan),"Balkan Pharmaceuticals SRL, SC",Republica Moldova,"83,82"
850,Vitamine și Minerale,Menovazin sol. 40ml MC (flacon plastic) ,MC Pharmaceuticals SRL,Republica Moldova,"37,8"
851,Sănătate - Medicamente OTC,Mesalazol supp. 500mg N14 (FP),FarmaPrim SRL,Republica Moldova,"192,75"
852,Vitamine și Minerale,Metacartin solutie orala 200 mg/ml  10 ml N10,"World Medicine Limited (prod.: Biofarma Ilac Sanayii ve Ticaret AS, Turcia)",Marea Britanie,"200,38"
853,Sănătate - Medicamente OTC,MeteoSpasmyl®  caps.moi 60 mg + 300 mg N10x3 Biessen,Laboratoires MAYOLY SPINDLER,Franta,"156,94"
854,Sănătate - Medicamente OTC,Metfogamma-1000 comp.film. 1000mg N15x8,"Worwag Pharma GmbH&Co.KG (prod.: Dragenopharm Apotheker Puschl GmbH&Co.KG, Germania)",Germania,"96,71"
855,Sănătate - Medicamente OTC,Metformin-BP comp. film.1000 mg N10x6 (Balkan),"Balkan Pharmaceuticals SRL, SC",Republica Moldova,"63,23"
856,Sănătate - Medicamente OTC,Metformin-BP comp.film.850 mg N10x6 (Balkan),"Balkan Pharmaceuticals SRL, SC",Republica Moldova,"58,08"
857,Sănătate - Medicamente OTC,Methypred comp. 4mg N30,"Orion Corporation (prod.: Orion Corporation Orion Pharma, Finlanda)",Finlanda,"61,08"
858,Sănătate - Echipamente Medicale,"Metorthrit sol. inj.în seringa preumpl. 10mg/ml 1,5ml N1","S.C. Rompharm Company S.R.L., România(PROD: S.C. Rompharm Company S.R.L., România; )",Romania,"277,31"
859,Sănătate - Echipamente Medicale,Metorthrit sol. inj.în seringa preumpl. 10mg/ml 1ml N1,"S.C. Rompharm Company S.R.L., România(PROD: S.C. Rompharm Company S.R.L., România; )",Romania,"173,64"
860,Sănătate - Medicamente OTC,"Metrobiox gel 10 mg + 0,5 mg/g 20 g N1",FarmaPrim SRL,Republica Moldova,"44,84"
861,Sănătate - Medicamente OTC,Metronidazol-BP	comp. film. 500mg N10x2 (Balkan),"Balkan Pharmaceuticals SRL, SC",Republica Moldova,"42,84"
862,Sănătate - Medicamente OTC,Metronidazol-BP	comp. film. 500mg N10x2 (Balkan),"Balkan Pharmaceuticals SRL, SC",Republica Moldova,"42,83"
863,Sănătate - Medicamente OTC,Mezacar SR comp. elib.prel. 400mg N10x5 (Carbamazepinum),"Kusum Pharm SRL, Ucraina",Ucraina,"148,14"
864,Sănătate - Medicamente OTC,Mezym® comp. film. 3500 U + 4200 U + 250 U N20,Berlin-Chemie AG (Menarini Group),Germania,"30,58"
865,Vitamine și Minerale,Mezym® forte 10000 comp. gastrorez.125mg N10x2,Berlin-Chemie AG (Menarini Group),Germania,"83,5"
866,Sănătate - Medicamente OTC,Mezym® forte10000 EXTRA caps.10000 UI + 9000 UI + 500 UI N20,"Berlin-Chemie AG (Menarini Group) (prod.: Hermes Arzneimittel GmbH, Germania)",Germania,"82,4"
867,Sănătate - Medicamente OTC,Mezym® forte10000 EXTRA caps.10000 UI + 9000 UI + 500 UI N20,"Berlin-Chemie AG (Menarini Group) (prod.: Hermes Arzneimittel GmbH, Germania)",Germania,"82,37"
868,Sănătate - Medicamente OTC,Micoflu caps. 150 mg N1,GM Pharmaceuticals,Georgia,"45,43"
869,Vitamine și Minerale,Micue picaturi auriculare 30ml,Braderm SRL,Italia,"174,91"
870,Sănătate - Medicamente OTC,Mig® 400 comp. film. 400 mg N10x2,Berlin-Chemie AG (Menarini Group),Germania,"88,8"
871,Sănătate - Medicamente OTC,Mildronat caps. 250mg N10x4,Grindeks SA,Letonia,"145,86"
872,Sănătate - Medicamente OTC,Mildronat caps. 250mg N10x4,Grindeks SA,Letonia,"145,81"
873,Sănătate - Medicamente OTC,Mildronat caps. 500mg N6x10,Grindeks SA,Letonia,"305,96"
874,Sănătate - Medicamente OTC,Mildronat sol.inj. 10% 5ml N10,"Grindeks SA (prod.: Hoechst-Biotika spol. s.r.o., Slovacia; Sanitas SA, Letonia)",Letonia,"248,92"
875,Sănătate - Parafarmaceutice,Milgamma® 100 draj.100 mg + 100 mg N15x2,"Worwag Pharma GmbH&Co.KG (prod.: Dragenopharm Apotheker Puschl GmbH&Co.KG, Germania; Mauermann-Arzne",Germania,"198,64"
876,Sănătate - Medicamente OTC,Milgamma® Protekt comp. film. 300 mg N10x3,"Worwag Pharma GmbH&Co.KG (prod.: , Germania; , Germania; Kern Pharma SL, Spania; Pangeo Pharma Inc,",Germania,"309,59"
877,Sănătate - Medicamente OTC,Milurit® comp. 100 mg  N30 (Egis),"Egis Pharmaceuticals PLC (prod.: Egis Pharmaceuticals PLC, Ungaria)",Ungaria,"45,89"
878,Sănătate - Medicamente OTC,Minoxicapil caps. N30 Doctor Fiterman,Fiterman Pharma,Romania,"155,41"
879,Sănătate - Medicamente OTC,Minoxicapil caps. N30 Doctor Fiterman,Fiterman Pharma,Romania,"156,66"
880,Frumusețe și Igienă - Îngrijire Păr,Minoxicapil Sampon anticadere 200ml Doctor Fiterman,"Fiterman Pharma SRL SC (prod.: Fiterman Pharma SRL SC, Romania)",Romania,"258,75"
881,Sănătate - Parafarmaceutice,Minoxicapil Women spray 60ml Doctor Fiterman,Fiterman Pharma,Romania,"297,56"
882,Vitamine și Minerale,Mixovul ovule 750mg/200mg/100mg N7,Bilim Ilac Sanayi Ve Ticaret A.?.,Turcia,"141,75"
883,Sănătate - Medicamente OTC,Molekin Imuno SBA comp. film. N20+ N10 Zdrovit CADOU,NP Zdrovit,Rusia,201
884,Frumusețe și Igienă - Protecție Solară,"Moller's Omega-3+Vit.D pestisori gumati N36 (capsune, lamaie) 3ani+",Orkla Health AS,Norvegia,340
885,Sănătate - Parafarmaceutice,"Momecon crema 0,1% 30g N1",Bilim Pharmaceuticals AS,Turcia,"49,19"
886,Sănătate - Medicamente OTC,Momecon sol. cutanata 1mg/g 30ml N1,Bilim Ilac Sanayi Ve Ticaret A.?.,Turcia,"48,73"
887,Sănătate - Parafarmaceutice,"Momecon ung. 0,1% 30g N1",Bilim Pharmaceuticals AS,Turcia,"50,81"
888,Vitamine și Minerale,Momesalic ung.1 mg/50 mg/g 45 g	N1,Bilim Pharmaceuticals AS,Turcia,"67,66"
889,Vitamine și Minerale,Momesalic ung.1 mg/50 mg/g 45 g	N1,Bilim Pharmaceuticals AS,Turcia,"67,79"
890,Sănătate - Medicamente OTC,Monosan comp. 20mg N10x3,PRO.MED.CS Praha a.s.,Cehia,"41,25"
891,Sănătate - Medicamente OTC,Monosan comp. 20mg N10x3,PRO.MED.CS Praha a.s.,Cehia,"41,63"
892,Sănătate - Medicamente OTC,Monosan comp. 40mg N10x3,PRO.MED.CS Praha a.s.,Cehia,"71,37"
893,Sănătate - Medicamente OTC,Monural gran./sol.orala 3g N1,Zambon  S.P.A.,Elvetia,"81,09"
894,Sănătate - Medicamente OTC,Monural gran./sol.orala 3g N1,Zambon  S.P.A.,Elvetia,"77,79"
895,Sănătate - Medicamente OTC,Moreserc® comp. 24mg N10x3 Pharmaris,"Helba Pharmaceuticals Inc. Co. Turcia (prod.: Merkez Laboratory Pharmaceutical and Trade Co., Turcia)",Turcia,"73,75"
896,Vitamine și Minerale,Motoprid comp.filmate 50mg N10x2 KVZ,Uzina de vitamine din Kiev SAD,Ucraina,"99,28"
897,Sănătate - Medicamente OTC,Motoriks comp.film.10 mg N10x3 (domperidonum) KVZ,Uzina de vitamine din Kiev SAD,Ucraina,"59,49"
898,Sănătate - Parafarmaceutice,"Moxicin pic. oft.  0,5% 5 ml",Liqvor SAI,Armenia,"77,99"
899,Sănătate - Medicamente OTC,Moxicum comp. film. 400 mg N7,"Dr. Sertus Ilac Sanayi ve Ticaret Limited Sirketi (prod.: Mafar Ilac Sanayii A.S., Turcia)",Turcia,"144,56"
900,Sănătate - Medicamente OTC,Moxicum comp. film. 400 mg N7,"Dr. Sertus Ilac Sanayi ve Ticaret Limited Sirketi (prod.: Mafar Ilac Sanayii A.S., Turcia)",Turcia,"143,83"
901,Sănătate - Medicamente OTC,Moxogamma 0.2mg comp. N30,"Worwag Pharma GmbH&Co.KG (prod.: Artesan Pharma GmbH&Co.KG, Germania; Chanelle Medical Ltd, Irlanda;",Germania,"66,42"
902,Sănătate - Medicamente OTC,Moxogamma 0.3mg comp. film. N30,"Worwag Pharma GmbH&Co.KG (prod.: Artesan Pharma GmbH&Co.KG, Germania; Chanelle Medical Ltd, Irlanda;",Germania,"77,06"
903,Sănătate - Medicamente OTC,Moxogamma 0.4mg comp. N30,"Worwag Pharma GmbH&Co.KG (prod.: Artesan Pharma GmbH&Co.KG, Germania; Chanelle Medical Ltd, Irlanda;",Germania,"100,87"
904,Sănătate - Medicamente OTC,Moxogamma 0.4mg comp. N30,"Worwag Pharma GmbH&Co.KG (prod.: Artesan Pharma GmbH&Co.KG, Germania; Chanelle Medical Ltd, Irlanda;",Germania,"101,48"
905,Sănătate - Medicamente OTC,"Moxonidin-LF comp. film. 0,2 mg N10x3","Lekpharm SRL, Republica Belarus(PROD: Lekpharm SRL, Republica Belarus; )",Belarus,"86,28"
906,Sănătate - Medicamente OTC,"Moxonidin-LF comp. film. 0,2 mg N10x3","Lekpharm SRL, Republica Belarus(PROD: Lekpharm SRL, Republica Belarus; )",Belarus,"94,46"
907,Vitamine și Minerale,Mucalti C comp. N10 (Althaea+Vit.C+Zn+Ghimbir) Biodeal,Biodeal Pharmaceuticals PLT.LTD,India,"11,67"
908,Sănătate - Medicamente OTC,Mucosolvan® comp. 30mg N10x2,"Sanofi Romania SRL (prod.: Boehringer Ingelheim Ellas AE, Grecia)",Romania,"72,41"
909,Sănătate - Medicamente OTC,Mucosolvan® comp. 30mg N10x2,"Sanofi Romania SRL (prod.: Boehringer Ingelheim Ellas AE, Grecia)",Romania,"71,74"
910,Mamă și Copil,Mucosolvan® Junior sirop 15mg/5ml 100ml N1,"Sanofi Romania SRL (prod.: Boehringer Ingelheim Ellas AE, Grecia)",Romania,"99,16"
911,Sănătate - Parafarmaceutice,Multi-Gyn Flora Plus 5ml N5,BioClin BV,Olanda,"250,09"
912,Sănătate - Parafarmaceutice,Muscoflex sol.inj. 4mg 2ml N6 (miorelaxant),Bilim Pharmaceuticals AS,Turcia,"70,64"
913,Sănătate - Parafarmaceutice,Muscoflex sol.inj. 4mg 2ml N6 (miorelaxant),Bilim Pharmaceuticals AS,Turcia,"70,4"
914,Sănătate - Medicamente OTC,Muscoflex® caps. 4mg N10x2,Bilim Pharmaceuticals AS,Turcia,"63,5"
915,Sănătate - Medicamente OTC,Muscoflex® caps. 4mg N10x2,Bilim Pharmaceuticals AS,Turcia,"63,22"
916,Sănătate - Medicamente OTC,Muscoflex® caps. 4mg N10x2,Bilim Pharmaceuticals AS,Turcia,"68,03"
917,Sănătate - Medicamente OTC,Muscoflex® caps. 8mg N10,Bilim Ilac Sanayi Ve Ticaret A.?.,Turcia,"41,94"
918,Sănătate - Parafarmaceutice,Mustar praf 250g Eladum,Farmacia Cojusna SRL,Republica Moldova,45
919,Sănătate - Parafarmaceutice,"Mycofin crema (Terbinafin, Lamisil) 1% 15g",Nobel Ilac Sanayii ve Ticaret AS,Turcia,"83,26"
920,Vitamine și Minerale,"Mycofin® spray cutan., solutie 30ml",Nobel Ilac Sanayii ve Ticaret AS,Turcia,"69,96"
921,Vitamine și Minerale,Mydoptic pic.oft. 2.5% 10 ml,Liqvor SAI,Armenia,"52,46"
